Age Group,Gender,City,Occupation,Income Range,Shopping Frequency,Spend Per Transaction,Preferred Categories,Payment Methods,Purchase Factor,Willing to Try New Platform,Expected Monthly Spend,Subscribed to Loyalty Program,Loyalty Engagement Factors,Referral Likelihood,Offer Preferences,Preferred Shopping Time,Preferred Shopping Day,Experienced Delivery Issues,Delivery Issue Types,Willing to Pay for Fast Delivery,Cluster
2,1,1,2,2,1,1752,Electronics;Home & Kitchen,Wallet;UPI,0,2,3394,0,Exclusive Deals;Cashback;Recommendations,0,Flat Discounts;Surprise Gifts;Free Delivery,0,1,0,Delays;Poor Packaging;None,2,3
0,1,5,3,2,3,992,Groceries;Home & Kitchen;Clothing,COD,3,2,3217,1,Cashback,2,Flat Discounts;BOGO;Free Delivery,3,1,1,Delays;Poor Packaging;None,2,0
2,0,0,3,0,3,587,Electronics;Beauty & Wellness;Groceries,Card,0,2,1300,0,Recommendations;Early Access;Cashback,1,Surprise Gifts;BOGO,2,0,0,Payment Issues;Poor Packaging,2,1
2,1,4,4,2,0,1596,Beauty & Wellness;Electronics;Clothing,UPI;Wallet,1,2,3682,0,Exclusive Deals;Recommendations;Early Access,2,BOGO,1,1,1,Delays;Payment Issues;Wrong Item,1,3
0,0,0,3,1,3,1205,Electronics,COD,3,1,2173,1,Recommendations;Exclusive Deals,2,Free Delivery;Surprise Gifts;Flat Discounts,0,1,0,Delays,0,0
0,0,1,0,0,3,1447,Beauty & Wellness;Electronics,Wallet;UPI;Card,2,0,2358,1,Cashback,3,Surprise Gifts,2,0,0,None,1,0
3,1,3,2,0,3,1019,Clothing,UPI,1,2,2941,0,Early Access;Exclusive Deals,2,BOGO,2,1,0,Wrong Item,2,1
1,0,5,4,0,3,2325,Clothing;Beauty & Wellness;Home & Kitchen,Wallet,1,2,3191,0,Cashback;Exclusive Deals,3,Flat Discounts,2,0,0,None;Wrong Item,2,1
1,1,1,4,0,3,1203,Toys;Home & Kitchen,COD;Card,2,2,1384,0,Early Access;Exclusive Deals;Recommendations,2,Surprise Gifts;Flat Discounts,1,0,0,Wrong Item,0,1
2,0,1,4,1,3,1340,Home & Kitchen;Clothing,UPI;Card,3,0,3184,1,Cashback;Recommendations;Exclusive Deals,0,Flat Discounts;Free Delivery;Surprise Gifts,2,0,0,None;Poor Packaging,2,0
3,1,4,0,3,3,1826,Toys;Electronics,Wallet;COD,1,1,4182,1,Cashback,1,BOGO;Flat Discounts;Free Delivery,0,0,0,None;Wrong Item;Delays,0,0
3,0,5,3,2,3,774,Home & Kitchen;Beauty & Wellness,Wallet,1,2,1395,0,Exclusive Deals;Recommendations,2,Surprise Gifts;Flat Discounts,1,0,0,Payment Issues;Poor Packaging,1,1
2,0,4,4,1,1,729,Electronics;Groceries,Card;COD;UPI,1,1,2156,1,Cashback,3,BOGO,1,1,1,Payment Issues;Wrong Item,0,3
1,0,5,4,0,2,1828,Beauty & Wellness,UPI;Card,3,1,2921,1,Early Access,1,BOGO,0,0,1,Payment Issues,0,0
0,0,4,4,0,2,1333,Clothing;Groceries,UPI;COD;Card,3,2,2958,0,Exclusive Deals,3,Surprise Gifts,3,0,1,None;Poor Packaging;Delays,0,1
2,0,0,4,0,1,1059,Toys,COD,3,2,2628,1,Exclusive Deals;Cashback,0,Flat Discounts;BOGO;Surprise Gifts,2,1,1,Wrong Item;Poor Packaging,1,3
1,0,3,0,2,1,1962,Home & Kitchen;Groceries,COD;UPI;Wallet,1,0,3575,0,Cashback;Exclusive Deals;Early Access,2,BOGO;Free Delivery,0,0,0,Poor Packaging;Payment Issues;None,1,3
1,0,3,3,2,1,1112,Beauty & Wellness,COD;Card,0,1,1992,0,Exclusive Deals;Recommendations;Early Access,1,Surprise Gifts,1,0,1,Payment Issues,2,3
3,0,5,3,1,3,1435,Clothing;Electronics,UPI,2,2,2986,1,Recommendations;Early Access,0,Surprise Gifts;Flat Discounts,3,0,1,Poor Packaging;Delays,0,0
0,1,2,2,0,1,1062,Electronics;Clothing,Wallet;Card;UPI,0,2,1720,0,Cashback;Exclusive Deals;Recommendations,2,Flat Discounts;BOGO;Surprise Gifts,3,0,1,Poor Packaging,1,3
1,0,1,0,3,3,1782,Toys;Home & Kitchen;Electronics,UPI;Card;Wallet,3,2,4020,1,Cashback,2,Flat Discounts,0,0,0,Delays;Poor Packaging;None,2,0
4,0,1,3,0,3,2399,Groceries,UPI;Card;COD,1,2,4536,0,Early Access,3,BOGO;Flat Discounts,0,1,0,Wrong Item,1,1
1,0,5,4,2,1,483,Clothing,UPI;Card,1,1,2336,1,Early Access;Recommendations,3,Surprise Gifts;BOGO;Free Delivery,1,0,0,Delays;Wrong Item;None,2,3
0,1,4,4,1,3,1667,Clothing;Electronics;Toys,Wallet;Card,0,2,2626,1,Early Access;Exclusive Deals;Recommendations,0,BOGO,1,1,0,Delays;None,1,0
0,0,2,4,0,3,2113,Clothing;Toys;Groceries,Card,0,1,3825,0,Early Access;Recommendations,3,Flat Discounts,3,0,1,Poor Packaging;Wrong Item,1,1
0,1,0,4,0,2,1347,Home & Kitchen,Wallet;UPI,2,0,2002,0,Early Access,0,Surprise Gifts,3,0,0,None;Poor Packaging;Delays,2,1
1,0,4,3,1,3,921,Groceries,Wallet;UPI;Card,1,2,1176,0,Early Access,0,BOGO;Surprise Gifts,0,0,0,None;Poor Packaging;Wrong Item,2,1
2,1,4,4,3,3,1852,Clothing,COD;UPI,0,2,4001,1,Recommendations,0,Flat Discounts,3,1,1,Payment Issues,0,0
1,0,5,0,1,2,2200,Groceries;Clothing;Electronics,UPI,2,2,3680,1,Early Access;Cashback,3,Flat Discounts;BOGO;Surprise Gifts,1,0,0,Poor Packaging,0,0
3,2,5,4,1,1,2134,Electronics;Clothing;Toys,Card;COD,3,1,3058,0,Early Access,1,BOGO,0,0,0,Payment Issues;None,0,3
1,1,1,4,1,3,1819,Clothing;Home & Kitchen,UPI,0,2,3511,0,Recommendations;Cashback,0,Free Delivery,3,0,0,Payment Issues;Wrong Item;Delays,2,1
1,2,5,3,3,3,1658,Electronics;Clothing,Card,3,1,2839,1,Exclusive Deals;Early Access;Recommendations,1,Flat Discounts;Surprise Gifts,0,0,0,None;Wrong Item,0,0
2,1,5,2,0,3,1060,Electronics;Clothing,UPI;Card;COD,2,0,2363,0,Exclusive Deals,2,BOGO;Surprise Gifts;Flat Discounts,3,0,1,Payment Issues;None;Wrong Item,1,1
0,0,5,1,2,1,2119,Beauty & Wellness;Home & Kitchen;Electronics,Card;UPI;Wallet,3,2,2711,0,Exclusive Deals;Cashback;Early Access,3,Free Delivery,3,0,0,Wrong Item;Payment Issues,2,3
3,0,1,1,0,3,2085,Electronics;Beauty & Wellness;Home & Kitchen,Card;Wallet;COD,1,0,2853,0,Cashback,3,Surprise Gifts;BOGO;Flat Discounts,0,0,1,Wrong Item;None;Payment Issues,2,1
4,0,0,1,0,3,917,Home & Kitchen;Toys,Card;Wallet;COD,1,0,1091,0,Exclusive Deals;Recommendations,1,Free Delivery;Surprise Gifts;Flat Discounts,1,1,1,Poor Packaging;Delays;Wrong Item,2,1
3,0,0,2,1,3,1818,Beauty & Wellness,Card,3,2,2288,1,Early Access;Cashback,2,Flat Discounts;Free Delivery;BOGO,2,0,1,Wrong Item;None,2,0
0,0,5,4,1,0,1991,Clothing;Home & Kitchen;Electronics,COD;UPI,1,2,2677,0,Cashback,2,BOGO;Surprise Gifts;Free Delivery,1,0,0,Delays;None,0,3
3,1,1,4,0,2,2129,Toys;Home & Kitchen;Groceries,Wallet,2,0,2557,1,Early Access;Exclusive Deals;Cashback,0,Flat Discounts,0,0,1,Wrong Item;None,2,0
1,1,0,4,2,3,1555,Toys;Electronics,UPI;Card,1,0,2244,0,Recommendations;Early Access,3,Flat Discounts;BOGO,0,0,0,Delays;Poor Packaging;Wrong Item,1,1
3,0,4,0,1,1,1085,Beauty & Wellness,Card;UPI;Wallet,3,2,2975,0,Early Access,2,Flat Discounts;Free Delivery;Surprise Gifts,1,1,0,Delays,1,3
0,0,0,0,0,3,1298,Beauty & Wellness;Electronics,Card;Wallet;UPI,3,2,2174,0,Cashback,2,Flat Discounts;Free Delivery,1,0,0,Poor Packaging;Wrong Item;Delays,2,1
1,0,0,4,1,1,995,Toys;Beauty & Wellness,UPI;COD;Card,3,2,3117,0,Recommendations;Cashback,0,Surprise Gifts;BOGO;Flat Discounts,2,0,0,None;Wrong Item,1,3
3,0,1,3,0,2,1569,Electronics,Card;UPI;COD,0,0,4020,0,Early Access;Cashback,0,Surprise Gifts;Free Delivery,3,1,0,Delays;Wrong Item,2,1
1,1,4,4,0,3,1451,Home & Kitchen;Clothing,COD,3,2,2129,0,Early Access,1,Surprise Gifts,3,0,0,Payment Issues;Poor Packaging,0,1
1,0,1,2,2,3,2887,Clothing,UPI,2,2,3207,0,Early Access;Exclusive Deals;Recommendations,3,BOGO;Flat Discounts,1,0,0,Payment Issues;None;Poor Packaging,2,1
2,1,5,4,2,3,2136,Home & Kitchen;Toys,UPI;COD,1,1,3423,0,Exclusive Deals;Early Access;Recommendations,2,Surprise Gifts;Free Delivery;BOGO,1,0,0,Payment Issues;Wrong Item,1,1
1,0,3,4,1,1,2181,Toys;Groceries;Beauty & Wellness,COD;UPI;Card,1,2,3784,0,Cashback;Early Access,1,Flat Discounts;BOGO;Surprise Gifts,1,1,0,None,0,3
1,1,0,4,3,3,1882,Home & Kitchen;Groceries;Beauty & Wellness,COD,0,1,3689,1,Cashback;Recommendations,3,Flat Discounts;Free Delivery;Surprise Gifts,1,1,1,Delays,0,0
1,1,3,4,1,1,1379,Home & Kitchen;Beauty & Wellness;Electronics,COD,0,2,3224,1,Cashback;Exclusive Deals;Recommendations,1,Flat Discounts;Surprise Gifts;BOGO,2,1,0,Wrong Item;Payment Issues;Delays,0,3
3,1,1,2,2,1,6211,Electronics;Home & Kitchen;Clothing,UPI;Card,2,0,6498,1,Exclusive Deals;Recommendations,3,Surprise Gifts;Flat Discounts,1,0,0,None;Delays,1,2
0,1,1,4,0,1,1489,Beauty & Wellness;Clothing,Card,3,2,2803,0,Cashback;Exclusive Deals,3,Flat Discounts,2,1,0,None,2,3
1,0,1,0,1,1,1712,Groceries;Beauty & Wellness,COD,0,1,2921,0,Exclusive Deals,2,Free Delivery,2,0,0,Poor Packaging;Payment Issues;None,1,3
3,1,3,4,1,3,1833,Beauty & Wellness;Electronics,Card,1,1,2776,0,Exclusive Deals;Recommendations;Cashback,3,BOGO,1,0,0,None;Payment Issues;Poor Packaging,0,1
3,1,1,4,2,3,1600,Beauty & Wellness;Groceries,Card;Wallet;COD,0,2,2230,0,Cashback,0,Surprise Gifts;BOGO;Flat Discounts,0,1,0,Poor Packaging;Wrong Item;Delays,0,1
1,1,5,4,2,3,1425,Groceries;Toys;Clothing,UPI;COD,0,2,2595,0,Recommendations;Early Access;Cashback,2,BOGO;Flat Discounts;Free Delivery,3,0,1,Wrong Item,2,1
1,1,1,0,1,2,1243,Beauty & Wellness;Electronics;Home & Kitchen,Wallet;UPI,3,2,2305,1,Recommendations;Cashback;Exclusive Deals,0,Flat Discounts;BOGO,1,0,0,Delays,2,0
0,1,2,4,0,1,764,Electronics,Card,0,2,2033,1,Cashback;Early Access,1,BOGO;Surprise Gifts,0,0,0,Wrong Item;None;Delays,0,3
0,1,3,4,0,1,2370,Electronics;Groceries,Card,2,1,3875,1,Recommendations;Cashback,1,Flat Discounts;Surprise Gifts,1,0,0,Delays;Payment Issues,1,3
1,0,2,4,2,3,2923,Home & Kitchen,Wallet;COD,1,1,3539,1,Recommendations;Exclusive Deals;Early Access,3,BOGO,3,1,0,Delays,2,0
1,0,1,2,0,3,2319,Home & Kitchen,COD;Wallet,3,2,4307,0,Cashback;Exclusive Deals,3,Free Delivery,0,0,0,None,1,1
1,0,5,3,1,1,844,Home & Kitchen;Groceries;Electronics,Card,1,1,2435,0,Early Access;Exclusive Deals,0,Surprise Gifts;BOGO;Flat Discounts,1,0,0,Poor Packaging;None,1,3
0,1,0,1,3,3,2072,Groceries;Beauty & Wellness,Card,2,1,3289,0,Cashback;Recommendations,0,Free Delivery;Surprise Gifts;Flat Discounts,3,0,1,Payment Issues;Delays,0,1
3,1,4,4,0,3,2214,Electronics;Groceries;Home & Kitchen,UPI,2,1,2446,0,Recommendations;Early Access;Exclusive Deals,0,BOGO;Surprise Gifts;Free Delivery,0,1,0,None,1,1
3,0,4,4,0,1,1357,Electronics;Home & Kitchen,Wallet;UPI,0,2,1770,0,Early Access;Cashback,1,Surprise Gifts;BOGO,0,1,0,Poor Packaging;None,2,3
2,0,1,3,2,0,1893,Clothing;Toys;Beauty & Wellness,Wallet;COD;Card,0,2,2583,1,Recommendations;Early Access;Exclusive Deals,0,Surprise Gifts;Flat Discounts,1,0,0,Poor Packaging;Payment Issues;Wrong Item,2,3
1,1,5,4,0,3,1326,Electronics,Wallet;Card,0,2,2969,0,Cashback,2,Flat Discounts;Surprise Gifts;BOGO,3,1,0,Payment Issues;Delays;None,2,1
1,1,3,4,0,3,2517,Home & Kitchen;Groceries,COD,1,2,4823,1,Exclusive Deals,2,Flat Discounts;Free Delivery;BOGO,1,1,1,Wrong Item,1,0
2,1,2,3,1,3,1819,Groceries,COD;UPI,2,2,3804,1,Recommendations;Early Access,1,Surprise Gifts,0,0,0,Payment Issues;Wrong Item;Poor Packaging,1,0
2,1,2,4,0,2,1049,Clothing;Beauty & Wellness;Electronics,COD;UPI,3,2,2775,1,Cashback;Early Access,0,Free Delivery;BOGO;Flat Discounts,2,0,0,Poor Packaging;None;Payment Issues,2,0
0,1,2,2,0,3,2001,Toys;Groceries;Electronics,UPI;Card;Wallet,0,2,2848,0,Cashback;Recommendations,0,Flat Discounts;Free Delivery;Surprise Gifts,0,0,1,Delays;Poor Packaging,1,1
3,0,3,3,2,3,2235,Groceries,Card;COD;Wallet,1,1,3832,1,Early Access;Exclusive Deals,3,Surprise Gifts;BOGO;Flat Discounts,0,1,1,Payment Issues;Wrong Item;Delays,0,0
2,0,4,0,0,3,1718,Groceries;Toys;Home & Kitchen,COD;Wallet,0,2,2618,1,Recommendations,2,Surprise Gifts;Free Delivery,3,0,1,Poor Packaging;Payment Issues,2,0
3,0,5,4,2,1,1887,Clothing,COD;Card;UPI,2,2,3484,0,Exclusive Deals;Cashback;Early Access,1,Free Delivery;Flat Discounts,3,0,0,Poor Packaging;Wrong Item;Payment Issues,2,3
2,0,3,4,0,3,1558,Home & Kitchen,Card;Wallet,3,2,3037,0,Early Access;Recommendations,0,Flat Discounts;Surprise Gifts;BOGO,1,0,0,Wrong Item;Poor Packaging;None,0,1
1,0,2,4,3,3,919,Beauty & Wellness;Electronics;Clothing,UPI;COD;Wallet,2,2,1698,1,Cashback;Exclusive Deals,3,Surprise Gifts;Flat Discounts,3,1,0,Delays,2,0
1,0,1,3,0,0,1508,Toys;Electronics;Home & Kitchen,COD,1,2,3769,1,Early Access;Exclusive Deals;Recommendations,1,BOGO,0,0,0,Poor Packaging,0,3
3,0,0,3,0,0,1913,Home & Kitchen;Clothing;Beauty & Wellness,Card;COD,0,2,2909,0,Cashback,1,Flat Discounts,1,1,0,None;Wrong Item,1,3
2,1,3,3,1,3,1523,Beauty & Wellness;Groceries,Wallet;Card,2,2,3169,1,Exclusive Deals,2,Flat Discounts,0,1,1,None,0,0
0,1,3,3,3,1,2080,Groceries,UPI;Wallet;COD,1,2,3973,0,Early Access;Recommendations,0,BOGO;Surprise Gifts;Flat Discounts,3,0,0,Payment Issues;Delays,0,3
4,1,5,4,0,1,1364,Toys;Groceries,Card;UPI;COD,0,2,3576,0,Recommendations;Cashback;Exclusive Deals,1,Surprise Gifts;BOGO;Flat Discounts,1,0,1,Payment Issues;Delays,1,3
1,0,5,2,1,3,1404,Home & Kitchen;Electronics;Toys,Wallet;COD,3,2,2187,1,Exclusive Deals;Recommendations,3,Flat Discounts;Surprise Gifts;Free Delivery,2,0,1,Payment Issues;Delays;None,0,0
2,0,3,1,0,3,2098,Clothing,COD;Card;Wallet,2,0,3493,1,Exclusive Deals;Cashback;Early Access,3,BOGO;Flat Discounts;Surprise Gifts,3,1,1,Poor Packaging;None,0,0
3,1,2,4,0,2,1733,Electronics;Toys;Groceries,UPI,0,2,3518,1,Recommendations;Cashback,1,Flat Discounts;Free Delivery;BOGO,3,0,0,Payment Issues,1,0
0,0,0,3,0,3,1352,Toys;Beauty & Wellness,COD;UPI;Card,0,2,2837,1,Early Access;Recommendations;Exclusive Deals,3,Surprise Gifts;Free Delivery;Flat Discounts,2,0,1,Delays;None,2,0
1,1,5,4,1,1,2220,Home & Kitchen;Beauty & Wellness,COD,0,2,4513,1,Recommendations;Exclusive Deals;Early Access,1,BOGO,3,0,0,Poor Packaging;None;Wrong Item,2,3
1,0,2,4,1,3,1186,Groceries;Clothing,UPI;COD,0,2,2228,0,Cashback;Exclusive Deals;Recommendations,3,Surprise Gifts;BOGO;Free Delivery,2,0,0,Poor Packaging,0,1
3,1,1,4,0,2,1163,Electronics;Groceries;Beauty & Wellness,Card;Wallet,2,2,2572,1,Exclusive Deals;Early Access,1,BOGO,3,1,0,None;Delays;Poor Packaging,1,0
2,1,5,4,2,1,100,Groceries,COD,0,2,1233,0,Exclusive Deals,1,Flat Discounts;Free Delivery,1,0,0,Delays;Wrong Item,2,3
2,1,2,4,1,2,1267,Toys;Home & Kitchen;Beauty & Wellness,UPI;Card,1,1,3600,0,Recommendations;Early Access,1,BOGO;Flat Discounts,0,1,0,Wrong Item;None;Delays,2,1
1,1,2,4,2,1,2385,Toys;Groceries;Electronics,COD;Wallet,2,2,4105,1,Early Access,3,Surprise Gifts;BOGO,2,0,0,Delays;None,1,3
1,1,0,4,0,3,356,Beauty & Wellness,Card;UPI,0,2,1264,1,Cashback,1,BOGO;Flat Discounts,0,0,0,Delays;Payment Issues,2,0
0,1,0,1,1,2,1028,Electronics;Toys;Clothing,Wallet;Card,2,1,1298,1,Early Access;Exclusive Deals,2,Flat Discounts;Free Delivery;BOGO,1,1,1,None,1,0
0,0,1,0,1,3,1863,Clothing;Toys,Card;COD,1,0,4223,1,Early Access;Cashback;Exclusive Deals,1,Free Delivery;Flat Discounts,3,0,1,Wrong Item;Delays,0,0
2,0,2,4,1,3,253,Groceries;Toys,COD;Card,1,2,1906,0,Cashback;Early Access,0,Free Delivery;BOGO,0,1,0,Payment Issues;Wrong Item,1,1
2,1,4,2,1,1,1293,Electronics,Card;COD;UPI,2,2,2988,1,Exclusive Deals,0,Surprise Gifts,1,0,0,Payment Issues;Delays;None,2,3
3,0,2,2,0,1,2284,Toys;Beauty & Wellness,UPI;Wallet;COD,0,2,4007,0,Exclusive Deals,2,Free Delivery,1,0,0,Poor Packaging;Delays,2,3
3,0,0,4,1,2,2825,Clothing,Wallet;Card,0,2,2951,1,Early Access;Exclusive Deals;Recommendations,1,BOGO;Flat Discounts;Free Delivery,2,0,0,Wrong Item,2,0
1,1,4,4,1,3,1774,Home & Kitchen;Clothing,COD,1,2,2887,0,Early Access;Cashback,0,Free Delivery,0,1,0,Wrong Item;Payment Issues;Delays,2,1
2,1,5,4,0,1,1044,Home & Kitchen;Groceries;Electronics,COD;Wallet,0,2,2235,0,Early Access;Cashback;Recommendations,1,Surprise Gifts,1,1,0,Poor Packaging,1,3
3,1,5,2,2,1,1023,Toys;Electronics,Wallet;COD;UPI,1,1,1530,0,Early Access,0,Free Delivery;Flat Discounts,0,0,0,Payment Issues,1,3
2,1,3,2,0,3,1686,Electronics;Beauty & Wellness,Card,0,2,2918,1,Recommendations;Exclusive Deals,3,BOGO,2,0,0,Wrong Item;Poor Packaging;Delays,2,0
0,0,0,3,0,3,1768,Groceries,UPI;Card;COD,1,2,1941,1,Exclusive Deals;Cashback,3,Flat Discounts;Surprise Gifts,2,0,0,Delays;Payment Issues;Wrong Item,2,0
1,1,3,4,1,3,2714,Beauty & Wellness;Home & Kitchen;Toys,Wallet;COD,3,2,3493,0,Exclusive Deals,2,BOGO;Surprise Gifts,0,0,0,Payment Issues;Delays;Wrong Item,2,1
0,0,4,4,1,3,2182,Toys;Beauty & Wellness;Groceries,Wallet;COD;Card,0,1,3673,1,Exclusive Deals;Cashback;Early Access,2,Surprise Gifts;BOGO,1,1,0,None;Delays,0,0
3,0,0,4,0,2,1650,Beauty & Wellness,UPI,0,2,2598,1,Recommendations;Cashback,1,Flat Discounts,1,0,0,Poor Packaging;Delays;None,1,0
1,1,1,3,2,1,1398,Groceries,UPI;Wallet,0,1,2367,0,Exclusive Deals,2,BOGO;Flat Discounts,0,1,0,Wrong Item,0,3
0,0,2,2,3,1,3408,Home & Kitchen,COD;Card;UPI,2,2,3744,0,Recommendations,1,Flat Discounts,1,0,1,Delays;Wrong Item;Poor Packaging,0,3
1,1,1,4,2,2,1975,Toys;Groceries,UPI;Card;Wallet,0,2,2980,0,Early Access;Recommendations,3,Free Delivery;BOGO;Flat Discounts,3,1,0,Delays;Wrong Item;None,1,1
1,0,4,1,0,3,1198,Beauty & Wellness,UPI;COD,2,2,1916,0,Exclusive Deals;Recommendations,3,Free Delivery;Flat Discounts,1,0,1,Payment Issues,0,1
1,1,0,2,0,1,1465,Clothing,Wallet,2,2,2597,0,Early Access;Cashback;Exclusive Deals,0,Surprise Gifts;BOGO,3,0,0,Delays;Wrong Item,2,3
0,0,4,0,0,3,1073,Home & Kitchen;Beauty & Wellness,COD,1,2,3416,0,Cashback,1,Free Delivery;BOGO;Flat Discounts,3,1,1,Wrong Item;None,1,1
1,0,2,4,2,1,157,Electronics;Beauty & Wellness;Groceries,Card,2,2,1570,0,Exclusive Deals,3,Surprise Gifts;BOGO;Free Delivery,0,0,0,Delays;Poor Packaging,2,3
1,1,5,4,2,3,1787,Groceries;Clothing;Toys,COD;Wallet,2,2,2733,0,Exclusive Deals;Early Access;Cashback,3,Surprise Gifts;BOGO,1,1,0,Payment Issues;Wrong Item;Poor Packaging,0,1
2,0,5,3,2,2,2669,Electronics,UPI;COD;Card,3,1,4692,0,Exclusive Deals;Cashback,1,Flat Discounts;BOGO,1,1,0,None,2,1
1,0,4,4,0,3,621,Toys;Electronics;Clothing,Card;Wallet;UPI,0,2,1354,1,Cashback,0,Free Delivery,2,0,1,Poor Packaging;Wrong Item,0,0
2,0,3,3,0,3,1633,Groceries;Clothing,COD;Wallet;Card,2,2,2750,1,Cashback;Recommendations,0,Flat Discounts,0,0,0,Payment Issues,2,0
1,0,0,4,0,1,5756,Electronics,UPI;Wallet;Card,0,2,5863,0,Recommendations,0,Surprise Gifts;Free Delivery,3,0,0,Wrong Item,0,2
1,0,0,4,1,3,1912,Groceries,COD,2,1,3404,0,Cashback;Recommendations,0,BOGO;Surprise Gifts,1,0,0,Payment Issues;Poor Packaging,2,1
2,1,5,3,1,1,1496,Clothing,Wallet;COD;UPI,1,0,2664,1,Cashback,3,Flat Discounts;Surprise Gifts;Free Delivery,1,0,1,Delays;Poor Packaging,1,3
1,1,1,3,2,3,5460,Clothing;Electronics;Toys,UPI;COD,3,2,7951,0,Cashback;Exclusive Deals;Recommendations,1,Surprise Gifts,0,0,1,None;Payment Issues,1,2
0,0,2,3,0,1,5600,Beauty & Wellness;Toys;Home & Kitchen,Wallet;UPI,2,2,7480,1,Cashback;Recommendations,1,Surprise Gifts;Free Delivery,0,0,1,None;Poor Packaging,2,2
4,1,1,0,1,3,1101,Home & Kitchen;Toys;Groceries,UPI;Card,0,2,2843,0,Cashback;Recommendations,3,Flat Discounts;Surprise Gifts;Free Delivery,1,0,0,Wrong Item;Delays;Payment Issues,1,1
2,0,1,0,0,3,2406,Groceries;Clothing;Beauty & Wellness,Wallet;COD,1,0,3722,0,Exclusive Deals,3,Surprise Gifts;BOGO;Free Delivery,0,0,0,Wrong Item;None,0,1
1,0,4,4,0,3,2375,Beauty & Wellness,Wallet;COD;Card,0,1,3323,0,Exclusive Deals;Cashback;Recommendations,3,BOGO,1,0,0,Poor Packaging;Payment Issues;None,2,1
2,1,5,3,1,3,1413,Toys;Groceries,UPI,1,2,2893,1,Cashback,2,Flat Discounts,1,0,1,Payment Issues;Wrong Item;Poor Packaging,0,0
0,1,5,3,1,3,2336,Home & Kitchen;Electronics,Wallet;COD;UPI,3,2,2497,0,Early Access,1,BOGO;Free Delivery,1,0,0,None;Payment Issues;Delays,1,1
0,0,5,3,1,3,1496,Home & Kitchen;Electronics,UPI;Wallet;Card,1,2,2681,1,Early Access;Exclusive Deals;Cashback,1,BOGO,1,0,0,Wrong Item;Payment Issues;Delays,0,0
4,1,4,3,0,3,1404,Beauty & Wellness;Toys,Wallet;COD;Card,0,2,3321,1,Exclusive Deals;Early Access;Cashback,1,Free Delivery;Flat Discounts;BOGO,0,0,0,Payment Issues;Delays,2,0
1,0,3,2,1,3,1634,Electronics,COD;Wallet,0,1,2366,1,Cashback,0,Surprise Gifts;Flat Discounts,1,0,0,None,1,0
1,1,1,4,0,3,1770,Groceries;Electronics,COD;Wallet;UPI,2,2,2661,0,Exclusive Deals;Early Access;Cashback,3,Surprise Gifts;BOGO,1,0,0,Wrong Item;Poor Packaging;Delays,0,1
1,0,4,4,1,1,5901,Electronics;Home & Kitchen;Beauty & Wellness,Card;Wallet,1,2,7301,0,Exclusive Deals;Early Access,3,Flat Discounts;Free Delivery,0,1,1,None;Payment Issues,1,2
1,1,0,3,0,3,1613,Home & Kitchen;Toys,Card,0,1,3167,1,Cashback,3,Flat Discounts,1,0,1,None;Poor Packaging,1,0
3,0,2,4,0,3,2072,Electronics;Beauty & Wellness;Clothing,UPI;Card,2,1,3310,0,Recommendations,2,Free Delivery,0,0,1,None;Delays;Wrong Item,2,1
1,1,3,4,1,1,1677,Home & Kitchen;Beauty & Wellness,Card;COD;UPI,3,2,3488,0,Exclusive Deals;Recommendations,1,Free Delivery,1,1,0,Delays;Payment Issues;None,2,3
1,0,0,4,0,3,1625,Clothing;Electronics;Beauty & Wellness,Wallet,0,1,2249,0,Cashback;Recommendations;Exclusive Deals,3,Flat Discounts;Free Delivery;Surprise Gifts,0,1,1,Poor Packaging,1,1
2,1,1,4,0,1,1896,Groceries,Wallet;Card;COD,2,2,4016,0,Recommendations;Cashback,2,Surprise Gifts,1,0,1,Payment Issues;None,0,3
1,0,5,3,3,3,2000,Electronics;Home & Kitchen;Clothing,Wallet;Card;COD,0,0,2998,1,Exclusive Deals;Recommendations;Cashback,3,BOGO;Free Delivery;Surprise Gifts,3,0,0,Delays;Wrong Item;Poor Packaging,1,0
1,0,1,4,2,3,1562,Clothing,COD;Card,1,1,3872,0,Cashback;Exclusive Deals,0,Flat Discounts,0,0,1,Wrong Item;Poor Packaging,2,1
2,1,4,4,0,0,1315,Beauty & Wellness;Toys;Clothing,UPI;Wallet;COD,2,2,2201,0,Exclusive Deals,1,BOGO,2,0,1,Wrong Item;Delays;None,1,3
3,1,2,4,2,1,5631,Groceries;Toys,Wallet,1,1,7091,1,Early Access;Recommendations,2,Surprise Gifts,1,1,0,Poor Packaging;None;Payment Issues,2,2
0,1,4,2,1,1,643,Beauty & Wellness;Groceries,Card;UPI;Wallet,3,0,915,1,Cashback;Recommendations,3,Free Delivery,3,0,1,Poor Packaging;Wrong Item,1,3
3,0,3,4,1,0,1473,Home & Kitchen;Electronics;Groceries,Wallet;COD,1,2,2572,1,Recommendations;Cashback,1,Flat Discounts,0,1,0,Payment Issues;None,0,3
1,0,3,4,0,3,117,Groceries,Card,2,2,2027,1,Early Access;Exclusive Deals,2,BOGO;Free Delivery,0,0,0,Poor Packaging;Payment Issues,0,0
0,0,2,4,1,2,594,Home & Kitchen,Wallet;Card;UPI,0,1,757,0,Early Access;Recommendations;Exclusive Deals,1,BOGO,1,1,0,Wrong Item,2,1
